MRN,DATE_ESTABLISHED,DATE_OF_DEATH,DOB,SEX,DATE_OF_LAST_UPDATE,NATIONALITY,PROVINCE,FILE_ACTIVE,FILE_TEMPORARY,MARITAL_STATUS,NAME,NATIONAL_ID,ARABIC_NAME,PATIENT_TYPE,HOME_PHONE,SENSITIVE
27564936360981,2015-10-08T00:00:00.000+00:00,-,1990-02-10T00:00:00.000+00:00,FEMALE,2017-12-12T00:00:00.000+00:00,JOR,AMMAN,ACTIVE,TEMPORARY,MARRIED,b'gAAAAABpxOrXxgpfOPN=vQ0EpLzmNzZtqerz0kAyg/DZgfCLIggLN05aB0WL_qITlsrjlsu0y/WHP',124030748080352159,b'gAAAAABpxOru/wP1ww25-jv/nv==tUGMqz2AhLNKTK/EVDtU21BHQqSV0e_GAH9UK0y7JQfZSxR',,777925969807547,1
26165096109008,2010-02-09T00:00:00.000+00:00,-,1982-07-04T00:00:00.000+00:00,MALE,2011-05-09T00:00:00.000+00:00,JOR,ZARQA,ACTIVE,PERMANENT,DIVORCED,b'gAAAAABpxOrUk_Gt9f3Wxw0IxgWEecVbwh1+XIKwCE1QmSAX7ECaosV1M1JynhSG=uAAhxElT19NTup',211735963075353880,b'gAAAAABpxOrUICjzmQUR_LGjvEdyaj2=HHTB4GfcYtsKlEXZKhhZ3y3cWK_g3Yt_Ex2D_Zp2NxVQljnndx',,776784983243758,0
12771879698707,2018-09-22T00:00:00.000+00:00,-,1977-05-19T00:00:00.000+00:00,FEMALE,2019-04-05T00:00:00.000+00:00,JOR,IRBID,ACTIVE,PERMANENT,WIDOWED,b'gAAAAABpxOrqV3ZTGMsBEQ6gIs+y/vaZXWESyeJoCor3wMLGxTdg0Ei5Da=nUiRk+',108313675248296894,b'gAAAAABpxOryfSRdPWYCggofNIDaxi5UGpf1gyuz26QTeLOkxoY9PDo8jiWxC1qRqOWt/b46nOmAR01qzqQe7ayvz4C',,782855107118717,1
23538009766416,2012-01-09T00:00:00.000+00:00,2012-04-09T00:00:00.000+00:00,1949-01-19T00:00:00.000+00:00,FEMALE,2013-03-25T00:00:00.000+00:00,PSE,IRBID,ACTIVE,TEMPORARY,SINGLE,b'gAAAAABpxOrCAQKkff9-kvNZRRuD/pq9hPdSSlajaHxI3ryY6Xh8wCJr-QHId5lkZ7ThXa5ady',173735843942086540,b'gAAAAABpxOr+5L9XCvBWsfyH8m1-/eFs4vLanLuPFNHZn8YqaBpx46/aS4WgJpGe_Vg98IUy-fgi',,567355432362020,0
23156141267325,2018-06-26T00:00:00.000+00:00,-,1956-04-10T00:00:00.000+00:00,FEMALE,2020-09-07T00:00:00.000+00:00,JOR,AL BALQA,ACTIVE,PERMANENT,MARRIED,b'gAAAAABpxOrjZhhEviyZEF5g2uVOo5jV=Adu2l/5LKgg1ie0onAT+fN9f_nR2g42i/d',662343435359593878,b'gAAAAABpxOr3AbTloms7cPqtBKesjn7JQ11_0yKG9HAmvo80d_JZ_-gSr29d_o41x44lN2U9bU/LLm_7GuGg',,773349443151326,0
17572695122224,2016-03-11T00:00:00.000+00:00,-,2001-01-11T00:00:00.000+00:00,FEMALE,2017-03-09T00:00:00.000+00:00,JOR,AMMAN,ACTIVE,PERMANENT,WIDOWED,b'gAAAAABpxOrZ45=z/Agujk/1=Rl=U+0oNluUiW//A_=cO9=oL+jXp-l7fVQ7Drqer',56210236103177801,b'gAAAAABpxOrDClB7xz30MYpE1cbrhw7kf/-w_7VCRODdw-BL+KStgAKGdaf3PGgnQ-Fh0F7rRzyzmcDr4Lk',SCREENING,782038336522404,0
11528179979647,2017-09-02T00:00:00.000+00:00,-,1984-09-14T00:00:00.000+00:00,FEMALE,2019-11-03T00:00:00.000+00:00,PSE,MAAN,ACTIVE,PERMANENT,MARRIED,b'gAAAAABpxOruA5cMIM-j/E/lomcfTn3jNvW2fLK5I9aUN0hkLN=gh00666rRMFlAPTAA6UdFryw1',323917683591618456,b'gAAAAABpxOrGUg6j-D3sBRmo3XY63IkuHj56bm34qE9Vs3HQicyNl6Nxk7YUtzkM=5RTsBb0Za9ROaq1u=RCzxqFT3AgIS4zR',EARLY DETECTION,584204860852771,0
12446862504432,2020-05-09T00:00:00.000+00:00,-,1948-06-09T00:00:00.000+00:00,MALE,2022-01-10T00:00:00.000+00:00,JOR,MADABA,ACTIVE,PERMANENT,MARRIED,b'gAAAAABpxOrWR_rCAcVMmWoJ08TH446mgir2ZmTwfxXu0wrt5F6N/e7H6ztd5jnBM',165826204412880590,b'gAAAAABpxOr5mfw_udEoZMk00iDCCFaJW/7YJbaXp6ugHued/EIJDUi_GYl82bp-obHiV1zQZPNdh4dhD',,773713756788772,0
13294367894126,2010-05-14T00:00:00.000+00:00,-,1959-04-23T00:00:00.000+00:00,FEMALE,2010-12-06T00:00:00.000+00:00,SYR,MADABA,ACTIVE,PERMANENT,MARRIED,b'gAAAAABpxOrIPs0HO03-xBkK8UGpafhMH/0fW8RE-rd265yTCh57ajRw7/rXywhA',314102215066744895,b'gAAAAABpxOrz41R1hUd/kBN1TmzybT4-i9hBdrvVTZML-SwJUgSqxTz4L_dRk456fGq=doRBpE1E5DhHRgBLagOPuInS/ydoE',EARLY DETECTION,797654600528751,0
25952702424889,2013-02-25T00:00:00.000+00:00,2014-03-25T00:00:00.000+00:00,1986-12-15T00:00:00.000+00:00,FEMALE,2014-05-25T00:00:00.000+00:00,IRQ,AJLOUN,ACTIVE,TEMPORARY,MARRIED,b'gAAAAABpxOr8G3XBrni5o3mwYdQTi7ENH=aXLCN908Ul2gSOv7COUqAwt1jO7I',232309342185685770,b'gAAAAABpxOrPtxT-R=HUvhxGMSBY4t42JbjSnYktq4UtYc2g6X5XLp01tS+z=-uKaqP0639VRYKO0',,585819113543906,0
23370666990288,2013-07-02T00:00:00.000+00:00,-,1949-03-06T00:00:00.000+00:00,FEMALE,2015-11-26T00:00:00.000+00:00,JOR,AMMAN,ACTIVE,PERMANENT,MARRIED,b'gAAAAABpxOrF+c+NZP4u0KeVJ=I0kKBx7Swt/PFLYRhxqR9qc7z1hrWbIZIIGtRvfg-ZJQo',489780199660877506,b'gAAAAABpxOrgKV-ZR+YkEwfd1LMprzQDbTJQPYNUe+h0ufZDASFJjA1K=jT91Wy/LLiaNJ/uY8xBRIko3nm155+_EKtegWGwi',EARLY DETECTION,572074225655671,0
14031774800313,2025-08-11T00:00:00.000+00:00,-,1948-04-11T00:00:00.000+00:00,FEMALE,2026-03-19T00:00:00.000+00:00,JOR,AL BALQA,ACTIVE,PERMANENT,MARRIED,b'gAAAAABpxOr0VQsyTwGDZGhRfs37nXPW74Q2MZocr7KRjA7N5iHgyaq=-TYjkLL6jX+c',562913120692443787,b'gAAAAABpxOreycn8yFEd-vVI33rKlRyR3Iz8Ix6GGOHjlfRomyWhp2WGGok3bcMkQcMdrm=OLbWSsf',,776061763438891,0
15377769994037,2014-10-27T00:00:00.000+00:00,-,1968-07-20T00:00:00.000+00:00,FEMALE,2015-11-03T00:00:00.000+00:00,JOR,MAAN,ACTIVE,PERMANENT,SINGLE,b'gAAAAABpxOrezibJ8T3Ol8O6JYgS8Ka+TCC6UC+GZx184MCrZ8fOKraXaJIzn1BhCNrJLO_AnKLlLG_',397715788501922357,b'gAAAAABpxOrVX5SYDUkoAwKUVk=agj+Deofcz-PIVO/2QDnS1tcOIplcqak_0xANIXegt39x=sOn+MrBhet/1=62MU=LZY=',,785946948051448,0
21410373533999,2022-11-26T00:00:00.000+00:00,-,1954-05-03T00:00:00.000+00:00,MALE,2024-02-20T00:00:00.000+00:00,JOR,AL BALQA,ACTIVE,PERMANENT,SINGLE,b'gAAAAABpxOrUrtAYwLlvoMmX+mXpqrp34x0if=Ha5=4yv87MsmZIAYiJC+cx5',202231095905313896,b'gAAAAABpxOr-UEUaoMvPrKpFPyHoUy5smiMpgspCzj=k1lH_4IW0uLMAUe2FQEwyL+rbi6=nMRl0xTGX7ztQj',,789672796796527,0
17729038246457,2015-06-08T00:00:00.000+00:00,-,1991-02-03T00:00:00.000+00:00,FEMALE,2017-03-11T00:00:00.000+00:00,JOR,MADABA,ACTIVE,PERMANENT,MARRIED,b'gAAAAABpxOr0+YIEl5ipqXYoAg+FdZJ_gPf+ApXDiJlcx95F6+Kj/KNEY6DQJ8GpguBkaJYjtJU',550720889629337779,b'gAAAAABpxOraCtpazBLAkXAzrCqZ82TtX2B5mtQPsPmbdJmgsVWpkHwu1_F1w4/dZeFm423iZqZDXcEZ',,783238184078746,0
22102562833427,2011-12-18T00:00:00.000+00:00,-,1979-06-06T00:00:00.000+00:00,FEMALE,2014-11-18T00:00:00.000+00:00,SAU,IRBID,ACTIVE,PERMANENT,MARRIED,b'gAAAAABpxOr-pDb1NAq=MUUkZqHTw=YexkJhGvLRx7XbzWqcVLKGLKvF6O5kJE2KEZH',214606472756641388,b'gAAAAABpxOrb5ZpWSKzJHKPvQhJe3i6nGgM4SJUryOe+nG7f1eL+ByV3rceu/=gWJmJqPlYBhQxES7lmAwk_Dxv_vyZCWOLoZ+r',,595263727481003,0
29962484047032,2010-09-05T00:00:00.000+00:00,2011-05-20T00:00:00.000+00:00,1944-05-20T00:00:00.000+00:00,MALE,2012-05-15T00:00:00.000+00:00,JOR,AMMAN,INACTIVE,TEMPORARY,MARRIED,b'gAAAAABpxOrIMMgEkr7qruMMofvGG8V2gRc2z09w6D+iZY4+QQdJvLvUkT_-YMgC0jwFXKrADUZGnA',226787102390123092,b'gAAAAABpxOrPXqe0v9gTCxvNbu_P_Djd2nzY5hd/+62aUhEboKnJrGWjUbNSclt0PdRaAs5S5b6Rpz-gv6JmHE+b',,774274134326465,0
28964691669627,2010-06-22T00:00:00.000+00:00,-,1990-12-06T00:00:00.000+00:00,FEMALE,2012-06-11T00:00:00.000+00:00,JOR,AJLOUN,ACTIVE,PERMANENT,SINGLE,b'gAAAAABpxOr672bLsk8Sfz=PPpqk-8wKnjK15uVJj_-j+9vL/hv6WZ6BBD+7+s0hmZPrL',688257066023043457,b'gAAAAABpxOrpbf0i4FRmzFkpB=+/oSnnl/DPU67C0O3WA+MJQVchE66qK-czZ=mD7Ztlt9U8FRgHmN',SCREENING,772452844377440,0
12774321022838,2015-08-19T00:00:00.000+00:00,-,1981-08-01T00:00:00.000+00:00,MALE,2016-10-05T00:00:00.000+00:00,JOR,ZARQA,ACTIVE,PERMANENT,WIDOWED,b'gAAAAABpxOrWihEyJz1I/zzZ9LSk6lVCuZDPhinPqE5Ka7pNFBfOqKPL3djRc5S4t9',126238904975430098,b'gAAAAABpxOr_ktSUML=YycZv82Y4eFi5wBoodM-JfWO0VC4rMP+PHWH27ptmhF1XnPBdx2oQUreuKZhwAM=3',,589953131016536,0
18474219261722,2011-11-05T00:00:00.000+00:00,-,2001-08-26T00:00:00.000+00:00,FEMALE,2014-07-18T00:00:00.000+00:00,PSE,ZARQA,ACTIVE,PERMANENT,DIVORCED,b'gAAAAABpxOr3uWvJnT17x=sc-P4MAN5YVvcBHpE/ouh009DbGHm9XJZj63+TiW',447558784679734026,b'gAAAAABpxOr5huc46w7gZXbYQontJZSskh=LgKKs/1Mlu7Kdb8dzfAV7QUDxwnY2f9ZMg1UguRZF/j8rym9w5vGehG4sx',EARLY DETECTION,576454068002686,0
22499944746504,2012-05-18T00:00:00.000+00:00,-,1953-06-18T00:00:00.000+00:00,FEMALE,2014-12-18T00:00:00.000+00:00,JOR,KARAK,ACTIVE,PERMANENT,MARRIED,b'gAAAAABpxOrzw2N0D0KpSf+MGNFL3l=eh2ZzHSg278QajjJAMnTvM9u/D-xfa_BityKdV2y56pVA',468823777318682634,b'gAAAAABpxOrDoljL4yBt6iaRj7S-jj157U+PEC2zpCaHWVs+MccGyM=fWJ5YsIJOqQSSTKMP8JaE8Mwx-tl',SCREENING,779046892665981,0
20325580492521,2025-10-06T00:00:00.000+00:00,-,1973-01-21T00:00:00.000+00:00,FEMALE,2026-01-19T00:00:00.000+00:00,SYR,AMMAN,ACTIVE,PERMANENT,MARRIED,b'gAAAAABpxOrH5sis5ahlNkD2rUG15wfj+kH_ZpDQoXxRYhlAuXYJzVFj6a+ET=Tc9',408636013691665077,b'gAAAAABpxOr4ORss1rNETqTZIT_uaaeBJTxWqcPdN7oOi=fOzZR1mhmtSfE_ZUSZr0seA_r2le-nARhKCPhDrceW0bHRacAkwAaVZ',,595336980142148,0
15563849950874,2025-02-19T00:00:00.000+00:00,-,1968-01-13T00:00:00.000+00:00,MALE,2026-02-22T00:00:00.000+00:00,SAU,AQABA,ACTIVE,PERMANENT,SINGLE,b'gAAAAABpxOrfEZRlczmU8QyfQXjmWNGeKuJ3E_cd0ch2SET6jM9cjRF9dUildu1ElN2hH1o',234329332251126458,b'gAAAAABpxOrw4XAiTKv=odlesYlylqMi1Qzk6fa+VNtU1FijsEqlUNWPf3uCLm_-P5_IFPndhj49Hk9dyoqP',REFERRAL,591465117932710,0
15722463380545,2015-01-16T00:00:00.000+00:00,-,1946-09-06T00:00:00.000+00:00,MALE,2017-12-05T00:00:00.000+00:00,JOR,MADABA,ACTIVE,PERMANENT,MARRIED,b'gAAAAABpxOrY8phppBn7eNdDoOlzEnyswcMshFCYotk1/8MLpBI5oFFaC6qDo+/98Bc',543325541073934770,b'gAAAAABpxOrZcJG13EqLaX/itRgGuV5YbEZ6B0yFQ5e7wcCs/K10f7Xd/T7hyPylLeVn-phG+M=oXpxrTsexGJiVTJtP1/',,575916385972430,0
25802131467232,2012-02-06T00:00:00.000+00:00,-,1990-03-10T00:00:00.000+00:00,MALE,2013-08-24T00:00:00.000+00:00,PSE,AMMAN,ACTIVE,PERMANENT,SINGLE,b'gAAAAABpxOrt=KixDRte6p/RBwRvNU4Dui0lrG-ZdxEl9Vt-4USkpcvirmLcv',171268064927423406,b'gAAAAABpxOrE-Jib+Z/+k-KHRt8=Y_S1W9whGcThbPoxvOnJ0Znf4T=-AGOIdSAVCzaxuDLo7XBDkW8WB3',EARLY DETECTION,562542315054404,0
15629102017988,2012-10-25T00:00:00.000+00:00,-,2000-09-11T00:00:00.000+00:00,FEMALE,2014-12-03T00:00:00.000+00:00,SAU,IRBID,ACTIVE,PERMANENT,SINGLE,b'gAAAAABpxOrVYjmzLc33uLFbar=3FR7BGUqhs_eXML6QFUiIM4kdv6jksC9xtJ+IZmgYK63TuTU',616844682867001806,b'gAAAAABpxOrxjjs0B9koH31LU/4VV1B9hibxUjD_J=luXhiUUuo-CZhbGCncSNF8cuagiONnSbjXsMx50PHe2ZJV=',,796767351811070,0
26471182921625,2025-06-23T00:00:00.000+00:00,-,1952-04-17T00:00:00.000+00:00,MALE,2026-02-22T00:00:00.000+00:00,JOR,ZARQA,ACTIVE,PERMANENT,SINGLE,b'gAAAAABpxOrBZvFIHytWfHzEXU4pB-C571+yaTTAJThAU-X7lynn4BpCHZZNY1/xS/_I',125257803043090756,b'gAAAAABpxOrqHQjgdeT-zTkPgfYZ1nSGrx5K/cC9zvzEcL5uVGjVGhTSTMF5HAH-Px-vbd4xXb',EARLY DETECTION,585086375542594,0
18423751630591,2021-01-22T00:00:00.000+00:00,-,1984-06-14T00:00:00.000+00:00,FEMALE,2022-06-06T00:00:00.000+00:00,SYR,AMMAN,ACTIVE,PERMANENT,MARRIED,b'gAAAAABpxOrwbvE5M8rUN_zAM2gTwHZwPyDH404Jtd_ApXg4gwe1Fo1Ru1DKnAPE',631996570145436386,b'gAAAAABpxOr7QImHS3+rQ258+WenEqYZ4B59Q4rtkUppkb1uG_C8nsb0sKRcW0d8vte/8T7A44pM',,566604476629605,0
18614541004244,2013-06-11T00:00:00.000+00:00,-,2003-02-08T00:00:00.000+00:00,MALE,2015-08-18T00:00:00.000+00:00,JOR,AMMAN,ACTIVE,PERMANENT,MARRIED,b'gAAAAABpxOr=DrNGz/vCT=6+yV3b=O4S/U0qLu=y2i65A8A-rg3po79Q6ZBc63/FB4W',116448208213972401,b'gAAAAABpxOrkreCWKvUZQmDQanuMhqVZRiNB+E6ilNvsfyAz3MbbLPpfEr5dPOj=lMaJZ+3Hpn/2rYzCno3Wmm1b-pEqNRfF6',SCREENING,598375022014476,0
26261447991023,2018-02-04T00:00:00.000+00:00,-,1989-12-14T00:00:00.000+00:00,MALE,2018-06-04T00:00:00.000+00:00,PSE,ZARQA,ACTIVE,TEMPORARY,SINGLE,b'gAAAAABpxOraHz-Si7cmlHwFgVDru-H-syC8r3+IDlXG/L9QDmdmFkFh7HD_LE',143263627481094425,b'gAAAAABpxOrg6mlIs7NN-JMBfZT7bTTAN/4kf3SE/Na=R/vXX=ModRvde/zAl=5f5k0tYRiGC2uTiS3IG7',,587045779297931,0
13744836221551,2015-07-21T00:00:00.000+00:00,-,1994-06-20T00:00:00.000+00:00,FEMALE,2017-12-09T00:00:00.000+00:00,JOR,MAAN,ACTIVE,PERMANENT,WIDOWED,b'gAAAAABpxOr+JRfFf1u-TuqCMK9IIBFW2xNZbXF04dBVvWYE2w92of-rTDbAaREBS',694628970038998480,b'gAAAAABpxOrGP-yTUAuiahb-5oRRDP0muFFblkV=F5NnM3daQV-4XNLtGGNOT2GVJCve7BFH+xUbtmxpo8wO4SitV=3TX1',,773224885325627,0
13919756491165,2014-03-07T00:00:00.000+00:00,-,1951-11-16T00:00:00.000+00:00,MALE,2015-01-21T00:00:00.000+00:00,JOR,AL MAFRAQ,ACTIVE,PERMANENT,MARRIED,b'gAAAAABpxOrdb7xk37ceCPiprwxd6rkUISV+DE4hhO0/3chQ69ktDHXgRwj4DBZq2wHfyYySkYCp1B',595786534478545722,b'gAAAAABpxOrT/DZWIewAZDAc9kM--16-C7U6Wvx38OjBR7PPDx2RZ7fKAW6IKoIuwQb7Kr3uCHX4rIiY/EMawpXMV+S4puS2',EARLY DETECTION,782502932407187,0
12329022212766,2016-06-15T00:00:00.000+00:00,-,1971-02-11T00:00:00.000+00:00,FEMALE,2017-01-01T00:00:00.000+00:00,JOR,AMMAN,ACTIVE,PERMANENT,MARRIED,b'gAAAAABpxOrFDyJNIArHCD+G-3jiViV5hoFY/y/OBiMcky_uG1jNd77o2Gix6BML8',435703778677506771,b'gAAAAABpxOr33ijQZSjWfPPz8wdSDsflbQZuRRf/KY=IYHbSJ=sn34MfJvNG+wmbJzg-KtmZk/Td=mVtgj7r/8',,573572931934874,0
27362446209192,2013-05-02T00:00:00.000+00:00,-,2005-09-13T00:00:00.000+00:00,FEMALE,2015-02-12T00:00:00.000+00:00,JOR,AL MAFRAQ,ACTIVE,PERMANENT,SINGLE,b'gAAAAABpxOr9bLNgZRiMD4H0jKlq/=Lc2=PRle9sqT_4o4skJegU3W_6oH17/Q-VsSvo',691892200620444505,b'gAAAAABpxOrbURaF8TB7VZK0Rfc3STx23xlZUaF+Dobs9xgPuWpHys8Von3A6MHKSLTLeierMpJ0mT_UJ',,787014199508437,0
29189450793296,2011-06-14T00:00:00.000+00:00,-,1994-11-22T00:00:00.000+00:00,FEMALE,2013-09-24T00:00:00.000+00:00,PSE,ZARQA,ACTIVE,TEMPORARY,MARRIED,b'gAAAAABpxOrd9JvAw62_pU=9nwePbCb1+4qF=33IpeODgDi-9z7U0e1dOCgdd4APB50P',443329654911828594,b'gAAAAABpxOr16Pw+0EvmgNe0mMQrCWDq1euD=Yu7ZjuwyaNTdH35Cnn80wSU-OwM=PCkE0coaopPqX/wXnm_y',,581322311382887,0
